,City,Date,Country,Cloudiness,Max_temp,Pressure,Humidity,lng,lat,wind_speed
276,Hobyo,2021-10-22 02:05:28,SO,34,78.53,1013,80,48.5268,5.3505,8.79
277,Ahipara,2021-10-22 02:05:28,NZ,100,63.5,1024,87,173.1667,-35.1667,16.37
278,Arlit,2021-10-22 02:05:29,NE,0,83.77,1010,15,7.3853,18.7369,7.56
279,Yenangyaung,2021-10-22 02:05:29,MM,97,79.27,1012,84,94.8833,20.4667,6.33
280,Letnyaya Stavka,2021-10-22 02:05:30,RU,8,46.27,1021,57,43.4472,45.4306,7.61
281,Dunedin,2021-10-22 02:05:30,NZ,0,54.81,1035,75,170.5036,-45.8742,11.99
282,Hīt,2021-10-22 02:05:31,IQ,0,67.55,1018,29,42.8251,33.6416,9.71
283,At-Bashi,2021-10-22 02:05:31,KG,100,38.1,1018,90,75.8106,41.1702,2.48
284,Honningsvåg,2021-10-22 02:05:32,NO,99,37.45,994,52,25.9704,70.9821,25.88
285,Belmonte,2021-10-22 02:05:32,BR,100,72.1,1014,92,-38.8828,-15.8631,10.8
286,Río Gallegos,2021-10-22 02:05:32,AR,0,46.45,1015,39,-69.2181,-51.6226,17.27
287,Altamira,2021-10-22 02:01:12,BR,98,75.22,1011,92,-52.2064,-3.2033,2.3
288,Kerema,2021-10-22 02:05:33,PG,23,85.15,1011,70,145.7785,-7.9631,7.61
289,Macapá,2021-10-22 02:00:42,BR,89,79.86,1011,80,-51.0664,0.0389,10.54
290,Ashta,2021-10-22 02:05:34,IN,0,68.45,1015,69,76.7167,23.0167,4.18
291,Lagoa,2021-10-22 02:05:34,PT,94,67.87,1027,72,-27.9833,39.05,11.14
292,Yangi Marg`ilon,2021-10-22 02:05:35,UZ,40,47.12,1025,76,71.7189,40.4272,16.11
293,São Filipe,2021-10-22 02:05:35,CV,0,80.67,1012,67,-24.4956,14.8961,4.54
294,Praia da Vitória,2021-10-22 02:05:35,PT,96,67.75,1027,83,-27.0667,38.7333,7.83
295,Zeya,2021-10-22 02:05:36,RU,100,39.87,1017,54,127.2667,53.75,3.78
296,Safaga,2021-10-22 02:05:36,EG,0,74.61,1015,50,33.9365,26.7292,18.03
297,Sukumo,2021-10-22 02:05:37,JP,54,66.2,1014,59,132.7333,32.9333,7.0
298,Sibu,2021-10-22 02:05:37,MY,100,73.71,1015,99,111.8167,2.3,0.85
299,Mitsamiouli,2021-10-22 02:05:37,KM,21,76.69,1014,80,43.2844,-11.3847,3.89
300,Port-Gentil,2021-10-22 02:05:38,GA,100,77.25,1011,87,8.7815,-0.7193,14.67
301,Ust'-Omchug,2021-10-22 02:05:38,RU,43,1.38,1010,86,149.6333,61.15,1.34
302,San Roque,2021-10-22 02:05:39,ES,23,61.57,1016,78,-5.3842,36.2107,10.85
303,Dingle,2021-10-22 02:05:39,PH,62,84.49,1012,75,122.6711,10.9995,11.25
304,Quzhou,2021-10-22 02:05:40,CN,97,59.9,1028,70,118.8686,28.9594,5.68
305,Léo,2021-10-22 02:05:40,BF,73,76.44,1009,67,-2.1,11.1,5.95
306,Labuhan,2021-10-22 02:05:41,ID,96,86.41,1013,62,112.2051,-6.8844,3.94
307,Cangzhou,2021-10-22 02:05:41,CN,0,57.02,1031,31,116.8667,38.3167,9.48
308,Taseyevo,2021-10-22 02:05:42,RU,97,40.33,1016,59,94.8978,57.2169,3.33
309,Arraias,2021-10-22 02:05:42,BR,99,73.04,1012,82,-46.9437,-12.9288,2.73
310,Songkhla,2021-10-22 02:05:43,TH,97,80.65,1014,70,100.6667,6.8333,0.34
311,Matagami,2021-10-22 02:05:43,CA,90,32.11,1010,100,-77.6328,49.7502,10.36
312,Ballina,2021-10-22 02:05:43,AU,26,77.18,1015,80,153.5667,-28.8667,4.76
313,Kirakira,2021-10-22 02:05:44,SB,100,84.45,1013,71,161.9205,-10.4544,6.8
314,Kampene,2021-10-22 02:05:44,CD,100,67.95,1013,99,26.6667,-3.6,2.8
315,Diadema,2021-10-22 02:01:22,BR,78,60.12,1020,97,-46.6228,-23.6861,1.01
316,Turaif,2021-10-22 02:05:45,SA,0,63.43,1018,45,38.6637,31.6725,11.5
317,Grand-Santi,2021-10-22 02:05:45,GF,98,73.62,1012,96,-54.3833,4.25,2.59
318,Sobolevo,2021-10-22 02:05:46,RU,85,50.92,996,72,31.8996,54.4299,14.79
319,Juneau,2021-10-22 02:03:23,US,100,47.84,996,95,-134.4197,58.3019,6.13
320,Ludvika,2021-10-22 02:05:46,SE,9,37.6,982,62,15.1878,60.1496,12.12
321,Dawson Creek,2021-10-22 02:00:52,CA,26,44.47,1008,69,-120.2362,55.7666,10.92
322,Kaiserslautern,2021-10-22 02:05:47,DE,1,42.58,1016,70,7.75,49.45,0.0
323,Tsaratanana,2021-10-22 02:05:47,MG,14,69.98,1015,87,47.65,-16.7833,1.34
324,Winneba,2021-10-22 02:05:48,GH,100,76.57,1010,92,-0.6231,5.3511,8.46
325,Nantucket,2021-10-22 02:05:48,US,1,66.31,1014,88,-70.0995,41.2835,13.8
326,Praia,2021-10-22 02:05:49,CV,0,79.34,1012,69,-23.5087,14.9215,14.97
327,Roşia,2021-10-22 02:05:49,RO,0,46.51,1015,93,24.3167,45.8167,2.3
328,Bereda,2021-10-22 02:05:49,ES,28,50.0,1024,100,-7.5406,43.2686,0.92
329,Los Llanos de Aridane,2021-10-22 02:05:50,ES,75,70.12,1018,58,-17.9182,28.6585,13.8
330,Kuusamo,2021-10-22 02:05:50,FI,90,28.44,978,86,29.1833,65.9667,10.36
331,Yar-Sale,2021-10-22 02:05:51,RU,100,29.07,999,91,70.8333,66.8333,8.01
332,Ambilobe,2021-10-22 02:05:51,MG,53,70.45,1014,94,49.05,-13.2,1.48
333,Srīvardhan,2021-10-22 02:05:52,IN,99,75.69,1014,71,73.0167,18.0333,4.45
334,Zhigansk,2021-10-22 02:05:52,RU,95,21.56,1004,88,123.3711,66.7697,12.15
335,Ankang,2021-10-22 02:05:53,CN,100,58.3,1029,57,109.0172,32.68,2.21
336,Monrovia,2021-10-22 02:05:53,LR,100,76.77,1011,87,-10.7969,6.3005,3.42
337,Aswān,2021-10-22 02:04:41,EG,0,70.86,1015,39,32.907,24.0934,12.68
338,Alugan,2021-10-22 02:05:54,PH,55,82.17,1012,85,125.4808,12.2188,10.67
339,Tual,2021-10-22 02:05:54,ID,99,83.01,1012,71,132.75,-5.6667,3.24
340,Tilichiki,2021-10-22 02:05:54,RU,13,14.59,1003,79,166.1,60.4667,4.7
341,Hamilton,2021-10-22 02:05:55,US,1,55.15,1016,77,-84.5333,39.1834,1.99
342,Kargala,2021-10-22 02:05:55,RU,100,44.94,1008,72,83.9607,56.6208,10.27
343,San Giustino,2021-10-22 02:05:56,IT,100,64.13,1015,76,12.1736,43.5495,4.65
344,Magog,2021-10-22 02:01:54,CA,100,54.3,1008,95,-72.1491,45.2668,4.0
345,Coyhaique,2021-10-22 02:05:56,CL,0,40.95,1021,81,-72.0662,-45.5752,4.61
346,Ketchikan,2021-10-22 02:05:56,US,90,48.67,993,93,-131.6461,55.3422,3.44
347,Torrington,2021-10-22 02:05:57,US,14,63.14,1010,92,-73.1212,41.8007,1.99
348,Lerwick,2021-10-22 02:05:57,GB,92,41.0,1000,61,-1.1494,60.1545,30.91
349,Kavieng,2021-10-22 02:05:58,PG,100,82.74,1011,76,150.7967,-2.5744,8.55
350,Benjamin Constant,2021-10-22 02:05:58,BR,35,77.13,1011,87,-70.0311,-4.3831,0.98
351,Krasnyy Profintern,2021-10-22 02:05:58,RU,100,51.82,988,83,40.435,57.7446,17.31
352,Rosa Zarate,2021-10-22 02:05:59,EC,100,73.53,1014,92,-79.4667,0.3333,1.3
353,Sørland,2021-10-22 02:05:59,NO,100,38.75,979,74,12.6934,67.667,23.98
354,Tibú,2021-10-22 02:06:00,CO,28,72.81,1013,99,-72.7358,8.639,2.44
355,Yairipok,2021-10-22 02:06:00,IN,85,68.05,1015,90,94.0667,24.6667,0.78
356,Varna,2021-10-22 02:04:49,BG,0,55.44,1016,100,27.9167,43.2167,3.44
357,Poum,2021-10-22 02:06:00,NC,5,75.79,1014,73,164.0167,-20.2333,9.91
358,Ibirité,2021-10-22 02:02:29,BR,3,60.37,1016,93,-44.0589,-20.0219,3.94
359,Bousso,2021-10-22 02:06:01,TD,100,75.06,1010,82,16.7117,10.4795,3.62
360,Brae,2021-10-22 02:06:02,GB,99,40.91,1000,60,-1.353,60.3964,30.91
361,Esim,2021-10-22 02:06:03,GH,100,77.4,1010,88,-2.2405,4.8699,6.31
362,Vallenar,2021-10-22 02:06:03,CL,0,60.19,1017,52,-70.7581,-28.5708,0.49
363,Maţāy,2021-10-22 02:06:04,EG,38,65.23,1019,71,30.7792,28.419,10.56
364,Turukhansk,2021-10-22 02:06:04,RU,100,33.28,1001,96,87.9833,65.8167,8.55
365,Kvareli,2021-10-22 02:06:05,GE,0,46.65,1028,62,45.8151,41.9524,4.27
366,Soto la Marina,2021-10-22 02:06:05,MX,3,74.77,1017,92,-98.2167,23.7667,4.12
367,Kisaran,2021-10-22 02:06:05,ID,100,82.58,1014,72,99.6158,2.9845,2.13
368,Oksovskiy,2021-10-22 02:06:06,RU,100,37.11,977,100,39.8984,62.6062,4.34
369,Puri,2021-10-22 02:06:06,IN,82,82.38,1013,70,85.85,19.8,8.34
370,Safi,2021-10-22 02:06:06,MA,2,65.1,1019,85,-9.2372,32.2994,11.12
371,Avilés,2021-10-22 02:06:07,ES,20,57.76,1023,80,-5.9248,43.5547,1.99
372,Vetluga,2021-10-22 02:06:07,RU,100,47.86,991,96,45.781,57.8557,11.56
373,Tezu,2021-10-22 02:06:08,IN,82,72.86,1015,96,96.1667,27.9167,0.49
374,Lexington Park,2021-10-22 02:06:08,US,20,71.65,1014,62,-76.4538,38.2668,7.0
375,Departamento de Maldonado,2021-10-22 02:06:09,UY,0,58.39,1015,91,-54.9167,-34.6667,7.4
376,Waingapu,2021-10-22 02:06:09,ID,41,87.91,1013,56,120.2641,-9.6567,8.57
377,Ingham,2021-10-22 02:06:10,US,90,50.18,1014,90,-84.3833,42.6,10.36
378,College,2021-10-22 02:06:10,US,20,33.46,994,78,-147.8028,64.8569,0.0
379,Ahtopol,2021-10-22 02:06:11,BG,0,50.47,1018,85,27.95,42.1,7.2
380,Salalah,2021-10-22 02:06:11,OM,20,73.49,1014,73,54.0924,17.0151,3.44
381,Laguna,2021-10-22 02:06:11,US,20,72.1,1016,82,-121.4238,38.421,1.01
382,Santa Catalina,2021-10-22 02:06:12,PH,50,85.41,1011,72,122.8637,9.3337,3.91
383,Lahat,2021-10-22 02:06:12,ID,100,81.95,1015,76,103.5333,-3.8,1.01
384,Pevek,2021-10-22 02:06:13,RU,100,12.61,1001,89,170.3133,69.7008,12.48
385,Eureka,2021-10-22 02:06:13,US,100,65.68,1008,93,-124.1637,40.8021,1.01
386,Merauke,2021-10-22 02:06:13,ID,17,86.94,1011,61,140.3333,-8.4667,7.76
387,Cuamba,2021-10-22 02:06:14,MZ,31,67.14,1015,67,36.5372,-14.8031,2.77
388,Zhuanghe,2021-10-22 02:06:14,CN,0,55.83,1026,34,122.9911,39.7008,9.75
389,Mwinilunga,2021-10-22 02:06:15,ZM,98,63.91,1013,86,24.4293,-11.7358,2.53
390,Hornepayne,2021-10-22 02:06:15,CA,99,31.8,1016,90,-84.7705,49.2138,5.91
391,Warrington,2021-10-22 02:03:20,GB,75,51.87,1015,74,-2.5802,53.3925,7.0
392,Invermere,2021-10-22 02:06:16,CA,100,46.62,1017,64,-116.0354,50.5167,4.9
393,Monterey,2021-10-22 02:06:16,US,99,62.71,1018,1,-121.2516,36.2505,6.22
394,Helong,2021-10-22 02:06:17,CN,6,46.53,1024,33,128.9972,42.5397,6.49
395,Cockburn Town,2021-10-22 02:06:17,TC,13,83.37,1016,77,-71.1419,21.4612,19.22
396,Belyy Yar,2021-10-22 02:06:18,RU,97,22.89,1018,93,91.3903,53.6039,4.47
397,Coquimbo,2021-10-22 02:06:18,CL,0,55.13,1018,82,-71.3436,-29.9533,2.3
398,Marigot,2021-10-22 02:06:18,MF,10,83.05,1017,66,-63.0833,18.0667,19.64
399,Walvis Bay,2021-10-22 02:06:19,NA,0,55.09,1014,90,14.5053,-22.9575,2.8
400,Naranjal,2021-10-22 02:06:19,EC,99,77.52,1016,90,-79.6167,-2.6667,3.0
401,San Policarpo,2021-10-22 02:06:19,PH,46,82.44,1012,84,125.5072,12.1791,11.16
402,Arrondissement de Lannion,2021-10-22 02:06:20,FR,75,47.41,1023,93,-3.4167,48.75,3.44
403,Aksu,2021-10-22 02:06:21,CN,78,53.49,1016,28,80.2644,41.1231,2.82
404,Port Augusta,2021-10-22 02:06:21,AU,2,84.7,1013,30,137.7667,-32.5,8.7
405,Nārāyanavanam,2021-10-22 02:06:21,IN,74,80.38,1014,81,79.5833,13.4167,2.82
406,Saint-Augustin,2021-10-22 02:06:22,CA,65,38.68,1015,64,-58.6502,51.226,6.22
407,Zyryanka,2021-10-22 02:06:22,RU,12,5.4,1007,69,150.85,65.75,8.43
408,Skibotn,2021-10-22 02:06:23,NO,100,35.69,989,90,20.2679,69.3913,8.3
409,Mil'kovo,2021-10-22 02:06:23,RU,8,32.18,1012,49,158.6167,54.7167,5.44
410,Baker City,2021-10-22 02:06:24,US,1,62.31,1015,49,-117.8344,44.7749,12.66
411,Marshall,2021-10-22 02:03:37,US,5,68.32,1017,73,-86.3333,34.3834,5.08
412,Adrar,2021-10-22 02:06:24,MR,1,70.75,1014,22,-10.0711,20.5022,9.01
413,Cherskiy,2021-10-22 02:06:25,RU,100,9.39,1008,96,161.3,68.75,5.41
414,Agde,2021-10-22 02:06:25,FR,0,57.45,1019,84,3.4758,43.3108,6.91
415,Juxtlahuaca,2021-10-22 02:06:26,MX,100,70.05,1016,96,-99.1467,17.4294,0.98
416,Haines Junction,2021-10-22 02:06:26,CA,100,33.26,999,93,-137.5108,60.7522,2.62
417,Port Blair,2021-10-22 02:06:27,IN,100,82.02,1013,78,92.75,11.6667,1.83
418,Buala,2021-10-22 02:06:27,SB,100,82.0,1012,76,159.5921,-8.145,6.13
419,Ngaoundéré,2021-10-22 02:06:28,CM,99,64.72,1013,93,13.5833,7.3167,3.09
420,Kurchum,2021-10-22 02:06:28,KZ,100,48.36,1018,41,83.6542,48.5722,3.18
421,Belaya Gora,2021-10-22 02:06:29,RU,73,-1.75,1006,79,146.4167,68.5333,3.69
422,Illapel,2021-10-22 02:06:29,CL,0,56.52,1019,77,-71.1653,-31.6308,1.74
423,Aguilar de la Frontera,2021-10-22 02:06:30,ES,0,52.2,1016,58,-4.6554,37.5143,1.57
424,Yumen,2021-10-22 02:06:30,CN,4,46.13,1020,24,97.2,40.2833,11.83
425,Coxim,2021-10-22 02:06:30,BR,75,80.49,1010,55,-54.76,-18.5067,4.72
426,Batemans Bay,2021-10-22 02:06:31,AU,36,80.2,1015,63,150.1833,-35.7167,9.64
427,Vestmannaeyjar,2021-10-22 02:06:31,IS,96,43.14,1010,59,-20.2734,63.4427,20.98
428,Tynda,2021-10-22 02:06:32,RU,99,38.28,1019,59,124.7167,55.1667,3.91
429,Nouadhibou,2021-10-22 02:06:32,MR,60,72.18,1014,65,-17.0347,20.931,14.03
430,Dingli,2021-10-22 02:06:32,MT,40,70.81,1019,83,14.3822,35.8614,6.91
431,Itarema,2021-10-22 02:06:33,BR,68,79.83,1011,81,-39.9167,-2.9248,12.03
432,Mitú,2021-10-22 02:06:33,CO,100,72.57,1012,98,-70.1733,1.1983,2.19
433,Paris,2021-10-22 02:06:33,FR,0,42.15,1020,94,2.3488,48.8534,2.3
434,Shaki,2021-10-22 02:06:34,AZ,0,41.79,1027,71,47.1667,41.0833,4.76
435,Maragogi,2021-10-22 02:01:40,BR,99,76.48,1013,89,-35.2225,-9.0122,7.52
436,Ust-Nera,2021-10-22 02:06:34,RU,100,11.23,1006,90,143.2,64.5667,2.84
437,Black River,2021-10-22 02:06:35,JM,53,80.6,1015,80,-77.8487,18.0264,2.17
438,Bushehr,2021-10-22 02:06:35,IR,0,79.52,1013,43,50.8385,28.9684,17.54
439,Il’inskiy,2021-10-22 02:06:36,RU,0,55.74,992,62,38.1182,55.619,11.18
440,Wellington,2021-10-22 02:06:36,NZ,99,63.66,1032,55,174.7756,-41.2866,1.01
441,Ambovombe,2021-10-22 02:06:37,MG,7,62.83,1017,83,46.0833,-25.1667,4.72
442,De-Kastri,2021-10-22 02:06:37,RU,83,36.45,1015,71,140.7833,51.4667,6.78
443,Bubaque,2021-10-22 02:06:38,GW,94,82.18,1011,75,-15.8333,11.2833,6.89
444,Lavrentiya,2021-10-22 02:06:38,RU,100,24.42,992,88,-171.0,65.5833,6.8
445,Gouré,2021-10-22 02:06:38,NE,2,84.27,1009,33,10.2704,13.9835,6.13
446,Longyearbyen,2021-10-22 02:06:39,SJ,40,15.64,1005,92,15.6401,78.2186,5.75
447,Fallon,2021-10-22 02:05:57,US,75,64.27,1019,60,-118.7774,39.4735,5.75
448,Caxito,2021-10-22 02:06:39,AO,100,76.66,1011,79,13.6643,-8.5785,1.48
449,Magán,2021-10-22 02:06:40,ES,0,58.42,1018,56,-3.931,39.9683,10.85
450,San Miguel de Tucumán,2021-10-22 02:06:40,AR,0,74.71,1008,32,-65.2226,-26.8241,4.9
451,Khorixas,2021-10-22 02:06:40,NA,0,54.68,1014,51,14.9667,-20.3667,1.19
452,Santa Rosa,2021-10-22 02:02:41,PH,90,89.1,1013,69,121.1114,14.3122,9.28
453,Flinders,2021-10-22 02:06:41,AU,52,70.25,1016,71,150.8552,-34.5833,6.33
454,Iskateley,2021-10-22 02:06:41,RU,100,28.69,985,94,53.1512,67.6803,10.18
455,Touros,2021-10-22 02:06:42,BR,17,79.7,1012,80,-35.4608,-5.1989,9.89
456,Chicama,2021-10-22 02:06:42,PE,100,59.54,1016,82,-79.1469,-7.8447,5.35
457,Kualakapuas,2021-10-22 02:06:43,ID,100,80.76,1013,64,114.3876,-3.0091,2.84
458,Hudson Bay,2021-10-22 02:06:43,CA,2,29.1,1025,67,-102.3842,52.85,6.02
459,Lázaro Cárdenas,2021-10-22 02:06:28,MX,94,81.27,1012,80,-102.2,17.9583,2.95
460,Mae Hong Son,2021-10-22 02:06:44,TH,97,79.39,1015,84,97.9685,19.3003,1.95
461,Port Lincoln,2021-10-22 02:06:44,AU,96,65.23,1015,63,135.8667,-34.7333,7.87
462,Paamiut,2021-10-22 02:06:45,GL,24,37.13,997,56,-49.6678,61.994,11.77
463,Noumea,2021-10-22 02:06:45,NC,83,84.18,1014,70,166.4572,-22.2763,9.01
464,Casper,2021-10-22 02:06:45,US,1,49.71,1024,69,-106.3131,42.8666,3.0
465,Galesong,2021-10-22 02:06:46,ID,32,86.02,1012,60,119.3661,-5.3166,1.86
466,Mareeba,2021-10-22 02:06:46,AU,11,84.49,1012,41,145.4333,-17.0,9.01
467,Kalabo,2021-10-22 02:06:47,ZM,100,71.37,1011,69,22.6814,-14.97,3.06
468,Touba,2021-10-22 02:06:47,CI,100,70.39,1012,97,-7.6833,8.2833,4.09
469,Ojinaga,2021-10-22 02:02:16,MX,1,78.42,1020,53,-104.4167,29.5667,9.22
470,Sechura,2021-10-22 02:06:48,PE,75,67.44,1015,78,-80.8222,-5.5569,13.49
471,Oruzgan,2021-10-22 02:06:48,AF,0,52.54,1013,29,66.0,32.8333,4.14
472,Malbork,2021-10-22 02:06:49,PL,93,47.05,999,73,19.0266,54.0359,21.43
473,Carlsbad,2021-10-22 02:06:45,US,40,68.85,1018,87,-117.3506,33.1581,1.01
474,Batagay-Alyta,2021-10-22 02:06:49,RU,100,13.95,1000,92,130.4114,67.8006,3.44
475,Lethem,2021-10-22 02:06:50,GY,76,79.03,1011,76,-59.7968,3.3803,2.33
476,Madimba,2021-10-22 02:06:50,TZ,76,72.86,1014,90,40.3333,-10.4,7.18
477,Kirgiz-Miyaki,2021-10-22 02:06:50,RU,100,41.97,1006,99,54.7979,53.6324,12.41
478,Ilulissat,2021-10-22 02:06:51,GL,20,28.42,1012,74,-51.1,69.2167,4.61
479,Rimouski,2021-10-22 02:06:51,CA,100,49.28,1011,91,-68.524,48.4488,6.44
480,Constitución,2021-10-22 02:06:52,CL,100,51.4,1020,83,-72.4167,-35.3333,15.05
481,Naugachhia,2021-10-22 02:06:52,IN,0,74.79,1012,71,87.1,25.4,2.73
482,Guapiaçu,2021-10-22 02:06:53,BR,0,68.88,1013,50,-49.2203,-20.795,5.26
483,Kayerkan,2021-10-22 02:06:53,RU,96,20.59,1001,98,87.7602,69.3497,3.87
484,Nkayi,2021-10-22 02:06:53,CG,99,74.39,1011,90,13.2884,-4.1841,1.39
485,Pangnirtung,2021-10-22 02:06:54,CA,100,27.86,1019,76,-65.7125,66.1451,3.53
486,Marawi,2021-10-22 02:06:54,PH,93,73.65,1012,68,124.2928,7.9986,4.56
487,Kissidougou,2021-10-22 02:06:55,GN,100,69.64,1012,99,-10.0999,9.1848,3.56
488,Druzhba,2021-10-22 02:06:55,UA,100,52.41,1003,63,33.9453,52.0428,13.85
489,Geilo,2021-10-22 02:06:56,NO,53,31.39,987,78,8.2076,60.5333,10.47
490,Erenhot,2021-10-22 02:06:56,CN,0,40.89,1031,39,111.9767,43.6475,5.5
491,Farafangana,2021-10-22 02:06:56,MG,100,69.44,1016,84,47.8333,-22.8167,9.28
492,Praia,2021-10-22 02:06:52,CV,0,79.34,1012,69,-23.5087,14.9215,14.97
493,Gejiu,2021-10-22 02:06:57,CN,100,45.19,1021,96,103.1635,23.306,3.36
494,Manggar,2021-10-22 02:06:58,ID,100,84.54,1013,66,108.2667,-2.8833,1.92
495,Ilovlya,2021-10-22 02:06:58,RU,95,47.5,1015,64,43.9796,49.3033,14.83
496,Ribeira Grande,2021-10-22 02:06:58,PT,37,68.88,1027,71,-28.7,38.5167,12.24
497,Fonte Boa,2021-10-22 02:06:59,BR,100,73.22,1011,97,-66.2662,-2.4959,3.15
498,Paphos,2021-10-22 02:06:59,CY,0,62.38,1019,55,32.4167,34.7667,3.44
499,Ponta Delgada,2021-10-22 02:04:39,PT,20,61.52,1028,88,-25.6667,37.7333,4.61
500,Lagos,2021-10-22 02:03:05,NG,92,75.56,1010,94,3.75,6.5833,2.75
501,Nova Olímpia,2021-10-22 02:07:00,BR,18,79.45,1009,68,-57.2881,-14.7972,3.89
502,Buchanan,2021-10-22 02:07:01,LR,100,76.96,1011,87,-10.0467,5.8808,2.48
503,Wajir,2021-10-22 02:07:01,KE,93,78.19,1012,62,40.0573,1.7471,14.23
504,Paramonga,2021-10-22 02:07:02,PE,86,63.46,1016,86,-77.8333,-10.6667,6.91
505,Bowen,2021-10-22 02:07:03,AU,74,82.15,1014,69,148.2333,-20.0167,12.75
506,Ambon City,2021-10-22 02:03:58,ID,40,84.34,1011,84,128.1814,-3.6954,3.44
507,Mayo,2021-10-22 02:07:03,US,1,70.41,1005,68,-76.5119,38.8876,4.0
508,Guiyang,2021-10-22 02:07:03,CN,100,43.45,1030,87,106.7167,26.5833,10.0
509,Lebyazh'ye,2021-10-22 02:07:04,RU,100,31.28,1007,73,66.4947,55.2689,15.12
510,Florida,2021-10-22 02:07:04,US,1,75.18,1019,90,-82.5001,28.7505,0.0
511,Andra,2021-10-22 02:07:05,RU,100,28.18,997,86,65.8878,62.5147,8.34
512,Destin,2021-10-22 02:02:53,US,1,77.05,1016,86,-86.4958,30.3935,1.01
513,Tabuk,2021-10-22 02:07:05,PH,44,82.6,1015,76,121.4443,17.4189,4.63
514,Caniço,2021-10-22 02:07:06,PT,75,70.43,1023,75,-16.85,32.6333,10.36
515,Yuzhne,2021-10-22 02:07:06,UA,1,50.22,1013,82,31.1013,46.6221,13.2
516,Rumonge,2021-10-22 02:07:07,BI,100,73.29,1011,72,29.4386,-3.9736,3.24
517,Channel-Port aux Basques,2021-10-22 02:07:08,CA,56,49.69,1017,79,-59.1367,47.5702,7.96
518,Sarai,2021-10-22 02:07:08,RU,100,51.08,1001,71,41.0213,53.7458,19.82
519,Sémbé,2021-10-22 02:07:08,CG,95,69.33,1012,96,14.5806,1.6481,0.27
520,Suntar,2021-10-22 02:07:09,RU,67,37.9,1011,86,117.6319,62.1444,8.14
521,Chamba,2021-10-22 02:07:09,IN,95,64.56,1015,38,76.1333,32.5667,7.27
522,Challans,2021-10-22 02:07:09,FR,89,48.4,1021,68,-1.8749,46.8436,9.75
523,Nome,2021-10-22 02:04:19,US,90,32.16,990,86,-165.4064,64.5011,9.22
524,Thinadhoo,2021-10-22 02:07:10,MV,82,82.51,1013,68,72.9333,0.5333,6.78
525,Bathsheba,2021-10-22 02:07:10,BB,20,83.01,1015,74,-59.5167,13.2167,26.46
526,Brønnøysund,2021-10-22 02:05:20,NO,90,37.4,975,70,12.1997,65.4625,12.66
527,Puerto Ayacucho,2021-10-22 02:07:10,VE,100,74.19,1012,94,-67.6236,5.6639,7.4
528,Beberibe,2021-10-22 02:07:11,BR,100,80.64,1012,81,-38.1306,-4.1797,8.43
529,Westport,2021-10-22 02:07:11,US,1,66.74,1009,89,-73.3579,41.1415,13.0
530,Fairbanks,2021-10-22 02:04:48,US,1,32.22,994,78,-147.7164,64.8378,3.44
531,Beloha,2021-10-22 02:07:12,MG,3,60.46,1017,80,45.05,-25.1667,4.45
532,Kanigoro,2021-10-22 02:07:12,ID,100,85.48,1014,62,112.219,-8.13,9.31
533,Toma,2021-10-22 02:07:13,BF,15,80.98,1009,59,-2.8833,12.7667,6.42
534,Ubari,2021-10-22 02:07:13,LY,99,75.24,1017,31,12.7805,26.5921,3.42
535,Show Low,2021-10-22 02:07:14,US,1,57.49,1029,42,-110.0298,34.2542,0.0
536,Maceió,2021-10-22 02:07:14,BR,0,78.24,1013,94,-35.7353,-9.6658,5.75
537,Machalí,2021-10-22 02:07:14,CL,100,57.51,1018,68,-70.6667,-34.1833,1.07
538,Kuching,2021-10-22 02:07:15,MY,40,75.42,1015,100,110.3333,1.55,4.61
539,San Juan,2021-10-22 02:07:15,AR,1,73.08,1007,23,-68.5364,-31.5375,0.83
540,Sabha,2021-10-22 02:07:16,LY,96,72.54,1018,34,14.4283,27.0377,12.48
541,Guadalupe y Calvo,2021-10-22 02:07:16,MX,2,53.37,1019,69,-106.9667,26.1,2.8
542,Phang Nga,2021-10-22 02:07:17,TH,98,83.91,1014,84,98.5298,8.4509,1.41
543,Narrabri,2021-10-22 02:07:17,AU,0,80.53,1013,48,149.7833,-30.3167,1.01
544,Ostrovnoy,2021-10-22 02:07:18,RU,100,34.21,985,79,39.5131,68.0531,17.2
545,Toamasina,2021-10-22 02:07:18,MG,0,70.5,1013,88,49.3833,-18.1667,10.67
546,Madang,2021-10-22 02:07:18,PG,97,85.84,1012,62,145.7966,-5.2246,6.8
547,Majene,2021-10-22 02:07:19,ID,45,86.07,1012,62,118.9707,-3.5403,4.47
548,Teya,2021-10-22 02:07:19,RU,100,37.56,1011,84,92.6267,60.3778,5.1
549,Mandan,2021-10-22 02:04:10,US,90,41.04,1020,72,-100.8896,46.8267,5.75
